komentar;label;;;;;;;;;;;;;;;;;;;;;
aman ga masuk sw?;0;;;;;;;;;;;;;;;;;;;;;
mingyu: om gregetan sekali, badan sekecil ini memimpin permainan;1;;;;;;;;;;;;;;;;;;;;;
positif aja mungkin goyang bareng lagu dia 🥰;0;;;;;;;;;;;;;;;;;;;;;
mendebarkan hati😝;0;;;;;;;;;;;;;;;;;;;;;
KALAU LAKINYA MINGYU GUE SIAP BHUAHAHA “im ready baby for mingyuu”. (dalem hati mingyu pait pait)😭💗;1;;;;;;;;;;;;;;;;;;;;;
posting ulang ga ya? gas aja lah ada mingyu kok🤭🤭;0;;;;;;;;;;;;;;;;;;;;;
MENGGATALL SEMUANYAA MENGGATALL;0;;;;;;;;;;;;;;;;;;;;;
bahkan gaya ubur ubur aja aku jabanin sama mingyu mah🤭;1;;;;;;;;;;;;;;;;;;;;;
ehh ada si tampan;0;;;;;;;;;;;;;;;;;;;;;
kalau ini dibikin sw, gimana ya respon my mom;0;;;;;;;;;;;;;;;;;;;;;
selain manis,dia juga nonis, dan selain nonis di ga tau gue hidup😭;0;;;;;;;;;;;;;;;;;;;;;
mingyu mh luar dalam oke sesuai perkiraan;0;;;;;;;;;;;;;;;;;;;;;
dalem dompet jg sesuai ekpetasi ini mah;0;;;;;;;;;;;;;;;;;;;;;
dompet pun berkepuk kepuk , husband material lagitu hihi;0;;;;;;;;;;;;;;;;;;;;;
luar dalam ok bngt yaj;0;;;;;;;;;;;;;;;;;;;;;
dompet nya juga ber kartu kan hitam;0;;;;;;;;;;;;;;;;;;;;;
dia mah luar dalem ga mengecewakan😭😭;0;;;;;;;;;;;;;;;;;;;;;
luar dalam ini mh oke[cry];0;;;;;;;;;;;;;;;;;;;;;
kata ayah langsung kerumah aja gyu;0;;;;;;;;;;;;;;;;;;;;;
semuanya oke ini mah;0;;;;;;;;;;;;;;;;;;;;;
klo mingyu hyper itu saya tidak kaget karena aries;0;;;;;;;;;;;;;;;;;;;;;
klo Mingyu mah udah oke bngt;0;;;;;;;;;;;;;;;;;;;;;
sesuai prediksi lah ya kalo mingyu mah😭;0;;;;;;;;;;;;;;;;;;;;;
kiming sliweran terus, puyeng gue😭😭;0;;;;;;;;;;;;;;;;;;;;;
inimahh mama ku juga mau kalau mantunya begini 🤭🫶🏻;0;;;;;;;;;;;;;;;;;;;;;
eh ditonton ya? kirain di suruh peluk;0;;;;;;;;;;;;;;;;;;;;;
duh otak gua ngga bisa jernih;0;;;;;;;;;;;;;;;;;;;;;
cara mengeluarkan mingyu dari layar hp 😭;0;;;;;;;;;;;;;;;;;;;;;
inimah tinggal gas aja;0;;;;;;;;;;;;;;;;;;;;;
Assalamualaikum KUA;0;;;;;;;;;;;;;;;;;;;;;
tenang aja mah, yg ini aku liatin banget. sampe mata jebol juga jujur gapapa;0;;;;;;;;;;;;;;;;;;;;;
ganteng banget;0;;;;;;;;;;;;;;;;;;;;;
sudah tydak diragukan lagii😁;0;;;;;;;;;;;;;;;;;;;;;
istighfar lu pada 😭😭😭😭;0;;;;;;;;;;;;;;;;;;;;;
Uda titik pengen mingyu bgt 😭;0;;;;;;;;;;;;;;;;;;;;;
Masih pagi udh di suguhin mingyu🥹;0;;;;;;;;;;;;;;;;;;;;;
mingyu mah sesuai sama yang dibayangkan;0;;;;;;;;;;;;;;;;;;;;;
ga usah di ragukan lagi mingyu mah udah paket lengkap😻;0;;;;;;;;;;;;;;;;;;;;;
SEMUA TTG MINGYU MAH UDAH OKE BGT, TINGGAL NUNGGUIN RESTU DARI SI MAMA;0;;;;;;;;;;;;;;;;;;;;;
totally approved;0;;;;;;;;;;;;;;;;;;;;;
inimah anti zonk;0;;;;;;;;;;;;;;;;;;;;;
oh, aku yg lihat kirain lihatin ke mama;0;;;;;;;;;;;;;;;;;;;;;
duluan aja, gw dah 2 jm disini 🙏🏼;0;;;;;;;;;;;;;;;;;;;;;
MAU REPOST TKT SOALNYA SEFOLLOW SM GURU 😭;0;;;;;;;;;;;;;;;;;;;;;
dapem dompetnya juga ga kalau oke ni mah 😘😘;0;;;;;;;;;;;;;;;;;;;;;
kalo inimah dari rupa maupun harta sesuai bgt;0;;;;;;;;;;;;;;;;;;;;;
oke siapp mah, ini udah bener kan🥰;0;;;;;;;;;;;;;;;;;;;;;
luar dalam pun terlalu perfect 😼;0;;;;;;;;;;;;;;;;;;;;;
dimana ada mingyu pasti ada awaa;0;;;;;;;;;;;;;;;;;;;;;
langsung ke direstui pastiii ini ma;0;;;;;;;;;;;;;;;;;;;;;
kalo mingyu luar dalam dah pasti oke cenahhh🥰;0;;;;;;;;;;;;;;;;;;;;;
gada yang ngecewain kalo sama dia ma😂;0;;;;;;;;;;;;;;;;;;;;;
oke udah dapet spek mingyu;0;;;;;;;;;;;;;;;;;;;;;
sulit untuk di skip;0;;;;;;;;;;;;;;;;;;;;;
gausah dikira kira lagi ini mah;0;;;;;;;;;;;;;;;;;;;;;
yg liat repost ini, becanda aja ya😁;0;;;;;;;;;;;;;;;;;;;;;
siap mah;0;;;;;;;;;;;;;;;;;;;;;
Dalem dompet tepatnya;0;;;;;;;;;;;;;;;;;;;;;
gak di raguin lagi ini mah oke bgt🥵🥵;0;;;;;;;;;;;;;;;;;;;;;
bingung mau resepsi indoor apa outdoor;0;;;;;;;;;;;;;;;;;;;;;
mantabvbb;0;;;;;;;;;;;;;;;;;;;;;
beda usia beda makna😭;0;;;;;;;;;;;;;;;;;;;;;
isi dalam dompet pun oke inimah;0;;;;;;;;;;;;;;;;;;;;;
Sesuai perkiraan lah kalo mingyu;0;;;;;;;;;;;;;;;;;;;;;
dalem dompetnya gt mkstnya;0;;;;;;;;;;;;;;;;;;;;;
Syap mah;0;;;;;;;;;;;;;;;;;;;;;
sesuai ekspektasi sih ini;0;;;;;;;;;;;;;;;;;;;;;
mingyu mah luar dalam oke sesuai prediksi;0;;;;;;;;;;;;;;;;;;;;;
ini mah darimana mana juga oke;0;;;;;;;;;;;;;;;;;;;;;
pengin mingyu;0;;;;;;;;;;;;;;;;;;;;;
isi dompet juga sesuai ini mah;0;;;;;;;;;;;;;;;;;;;;;
jaehyun rambut baru;0;;;;;;;;;;;;;;;;;;;;;
mingyu mah luar dalem jgaa okee;1;;;;;;;;;;;;;;;;;;;;;
"bener"" udh ditahap yg mau mingy bgt!";0;;;;;;;;;;;;;;;;;;;;;
tp yg itu blm liat🤗;1;;;;;;;;;;;;;;;;;;;;;
pesona gapura kabupaten 😋🔥;0;;;;;;;;;;;;;;;;;;;;;
baru bangun dah pengen tidur lagi biar bisa mimpi jadi istrinya mingyu😭;0;;;;;;;;;;;;;;;;;;;;;
MANTAPP BATT ANJJJJ;0;;;;;;;;;;;;;;;;;;;;;
mingyu: acc tantee 😝🤙🏻;0;;;;;;;;;;;;;;;;;;;;;
abs ny itu loh sngt woww💗😘;1;;;;;;;;;;;;;;;;;;;;;
ini mah luar dalam su gaga🤣🤣🤙;0;;;;;;;;;;;;;;;;;;;;;
luar dalam Poko na MH;0;;;;;;;;;;;;;;;;;;;;;
msi luaran itu, kurang dalem;1;;;;;;;;;;;;;;;;;;;;;
luar dalam aman bun👍;1;;;;;;;;;;;;;;;;;;;;;
luar dalam mantap inii;1;;;;;;;;;;;;;;;;;;;;;
dalem yang dimaksud mama hati kak🙏🏻;0;;;;;;;;;;;;;;;;;;;;;
siap banget kalo ketindihan mingyu😖;1;;;;;;;;;;;;;;;;;;;;;
masih kurang dalam itu;1;;;;;;;;;;;;;;;;;;;;;
luar dalem juga oke;0;;;;;;;;;;;;;;;;;;;;;
lebih dalem kak…;1;;;;;;;;;;;;;;;;;;;;;
dia mah oke luar dalam, usus-ususnya pun okeeee semuaaa;1;;;;;;;;;;;;;;;;;;;;;
kurang dalem itu kak blm semua😓🙏🏻;1;;;;;;;;;;;;;;;;;;;;;
cari spek mingyu versi lokal dong😂😂😂;0;;;;;;;;;;;;;;;;;;;;;
oke ma udah kaka periksa kok aman aja besar lg;1;;;;;;;;;;;;;;;;;;;;;
luar dlem bagussss🤭;1;;;;;;;;;;;;;;;;;;;;;
GUSTIIII SEK KOYO MINGYU SIJIIII, NYAI MEKSO INIIIII😭🫵🏽😭🫵🏽;0;;;;;;;;;;;;;;;;;;;;;
ini mah luar dalam ga usah diragukan;1;;;;;;;;;;;;;;;;;;;;;
luar dalam premium kabeh;1;;;;;;;;;;;;;;;;;;;;;
ga ada yang kurang,minusnya beda agama + gabisa dimiliki;0;;;;;;;;;;;;;;;;;;;;;
ini maksudnya apa ya fto suami saya di sebar sebar;0;;;;;;;;;;;;;;;;;;;;;
ini mah luar dalam sudah sesuai perkiraan💋😚;1;;;;;;;;;;;;;;;;;;;;;
coba lebih dalam lagi;1;;;;;;;;;;;;;;;;;;;;;
pasti mingyu cari nya yg spek gitar spanyol😭;0;;;;;;;;;;;;;;;;;;;;;
siap buat keturunan 7 turunan😭😍;1;;;;;;;;;;;;;;;;;;;;;
Dalem yg mamake maksud: ❤️vs dalem yg saya perkirakan: 💪🏻;0;;;;;;;;;;;;;;;;;;;;;
Gak perlu diliat dalemnya ma ini produk unggul 🥰🥰💓;1;;;;;;;;;;;;;;;;;;;;;
langsung kerumah aja ming pasti di acc sama mama papa;0;;;;;;;;;;;;;;;;;;;;;
ini mau luar dalam ok semua jamin 100% ga akan minta return anjay😌😚;1;;;;;;;;;;;;;;;;;;;;;
ini mah luar, dalam terjamin;1;;;;;;;;;;;;;;;;;;;;;
pencarian gw gerak yang bener gausah nangis mingyu😭😭😭;1;;;;;;;;;;;;;;;;;;;;;
ini mah oke luar dalam, apalgi isi dompenya;1;;;;;;;;;;;;;;;;;;;;;
istg the tweets were mild 😭😭;0;;;;;;;;;;;;;;;;;;;;;
that’s so moderate, where’s the “i’ll seok his dk until he kyeoms” 💔;1;;;;;;;;;;;;;;;;;;;;;
s3x is good but have you seen this mingyu edit oof too good;1;;;;;;;;;;;;;;;;;;;;;
until my dentist know it's him;1;;;;;;;;;;;;;;;;;;;;;
They didn’t bring Scoups cuz they knew that the tweets abt him are WILDDDDD;0;;;;;;;;;;;;;;;;;;;;;
fortunately they didn't show the REAL thirst tweets😭;0;;;;;;;;;;;;;;;;;;;;;
why is this sO LONGGGGGGGGGGGNNGGHHHHGGUHHHH [photo];0;;;;;;;;;;;;;;;;;;;;;
caption so real;0;;;;;;;;;;;;;;;;;;;;;
born to ride forced to scroll😔;0;;;;;;;;;;;;;;;;;;;;;
I’m sure mingyu enjoys it HAHAJA the way they cursing freely HAHAHHA;0;;;;;;;;;;;;;;;;;;;;;
seungkwan cursing is not on my bingo card this year;0;;;;;;;;;;;;;;;;;;;;;
if scoups was there, the tweets would’ve been different 😭;0;;;;;;;;;;;;;;;;;;;;;
Better lucky Scoups wasn’t there 😭😭;0;;;;;;;;;;;;;;;;;;;;;
he's exactly who he thinks he is;0;;;;;;;;;;;;;;;;;;;;;
next time I need Scoups to go there as couprangs are WILD 🙏;0;;;;;;;;;;;;;;;;;;;;;
THE INTRO 🙏;0;;;;;;;;;;;;;;;;;;;;;
I am fgcking obsessed with the way he says 'why?' with THAT expression on his face 🧎🏻‍♀️;0;;;;;;;;;;;;;;;;;;;;;
i need pary 2 with coups, shua and hoshi pls;0;;;;;;;;;;;;;;;;;;;;;
mingyu is also a freak like us 😛;0;;;;;;;;;;;;;;;;;;;;;
That tweet is so true! MINGYU is just PERFECT!🔥;0;;;;;;;;;;;;;;;;;;;;;
mingyu was ENJOYING 😭😭😭😝😝;0;;;;;;;;;;;;;;;;;;;;;
he was having the time of his life swearing on there 😭;0;;;;;;;;;;;;;;;;;;;;;
Ngl I’m glad they reed tweets;0;;;;;;;;;;;;;;;;;;;;;
I’ve rewatched this an ungodly amount of times;0;;;;;;;;;;;;;;;;;;;;;
this audio is so real when it comes to him;0;;;;;;;;;;;;;;;;;;;;;
"I SWEAR everytime that ""why?"" clip comes out, I go feral. 😖";0;;;;;;;;;;;;;;;;;;;;;
it's always that WHY 😭;0;;;;;;;;;;;;;;;;;;;;;
In this point I AGREE;0;;;;;;;;;;;;;;;;;;;;;
IM FINALLY EARLY.. OMG;0;;;;;;;;;;;;;;;;;;;;;
watched the vid and all i can think about is you using it for your intro 🙂‍↕️delivered 👏🏻;0;;;;;;;;;;;;;;;;;;;;;
broo buzzfeed is right not to bring scoups cause i gurantee 1001% us couprangs are wildin than wild😭😂;0;;;;;;;;;;;;;;;;;;;;;
Mingyu was running wild just like them tweets 😭😭 he is in his badass era!!;0;;;;;;;;;;;;;;;;;;;;;
he's so fine😞😞😞;0;;;;;;;;;;;;;;;;;;;;;
He is so fine i swear;0;;;;;;;;;;;;;;;;;;;;;
OKAY IM CALLING IT! BEST GYU EDIT OF 2025🫵🫵🫵🫵;0;;;;;;;;;;;;;;;;;;;;;
his voice on why 🫠;0;;;;;;;;;;;;;;;;;;;;;
caption is so real;0;;;;;;;;;;;;;;;;;;;;;
lord have mercy;0;;;;;;;;;;;;;;;;;;;;;
earlyy babe🤭;0;;;;;;;;;;;;;;;;;;;;;
We were lucky scoups wasn’t in this 💔💔;0;;;;;;;;;;;;;;;;;;;;;
sex is good but having mingyu 3cms near me sounds better🛐✊🏻 WOOF WOOF WOOF;1;;;;;;;;;;;;;;;;;;;;;
Yay I’m getting seventeen on my fyp now🤭;0;;;;;;;;;;;;;;;;;;;;;
Im sorry tge last small clip of boo was so cute 😭😭😭😭;0;;;;;;;;;;;;;;;;;;;;;
Thank god Scoups wasnt on there yall the tweets for him…😭😭🙏WE’D DIE;0;;;;;;;;;;;;;;;;;;;;;
s*x is good when it’s with you mingyu 😔;1;;;;;;;;;;;;;;;;;;;;;
BAD INFLUENCE-SEVENTEEN;0;;;;;;;;;;;;;;;;;;;;;
nahh that's just mild wait for couprang tweets;0;;;;;;;;;;;;;;;;;;;;;
Need them to do another thirst tweets but they just read the comments of this edit instead💔💔;0;;;;;;;;;;;;;;;;;;;;;
this isn't even a quarter of thirst tweets 💔;0;;;;;;;;;;;;;;;;;;;;;
been waiting for your edit bruhh;0;;;;;;;;;;;;;;;;;;;;;
Whats good now..;0;;;;;;;;;;;;;;;;;;;;;
did they really say that!?;0;;;;;;;;;;;;;;;;;;;;;
LMAOO I LOVE THIS SM;0;;;;;;;;;;;;;;;;;;;;;
why~ IS SO CUTE😭;0;;;;;;;;;;;;;;;;;;;;;
for more information on the;0;;;;;;;;;;;;;;;;;;;;;
Wait till they read the couprangs' tweets;0;;;;;;;;;;;;;;;;;;;;;
this edit is addictive;0;;;;;;;;;;;;;;;;;;;;;
Wait till they read every couprangs tweets😭;0;;;;;;;;;;;;;;;;;;;;;
the ‘why’ gets me everytime 😭😭😭;1;;;;;;;;;;;;;;;;;;;;;
Never thought I’d hear seventeen say these things but I’m so here for it;0;;;;;;;;;;;;;;;;;;;;;
the barking is too real 😭😭😭;0;;;;;;;;;;;;;;;;;;;;;
Until the neighbors file a noise complaint;1;;;;;;;;;;;;;;;;;;;;;
for more information on the delay;0;;;;;;;;;;;;;;;;;;;;;
hey kim mingyu... WOOF WOOF WOOF WOOF... [full barking text];1;;;;;;;;;;;;;;;;;;;;;
seungkwan apologizing for the carat’s 0varies exploding HAD ME IN TEARS;0;;;;;;;;;;;;;;;;;;;;;
I need him [photo];0;;;;;;;;;;;;;;;;;;;;;
BYE THE CAPTION IS SENDING MEEE 😭;0;;;;;;;;;;;;;;;;;;;;;
love his sassy little self;0;;;;;;;;;;;;;;;;;;;;;
it's just insane for me how he looks like that and then he is just a big Cutie.;0;;;;;;;;;;;;;;;;;;;;;
The damn introduction is so exciting 🔥🔥;0;;;;;;;;;;;;;;;;;;;;;
they way he said why is so attractive MINGYUUU 😈😈😈;0;;;;;;;;;;;;;;;;;;;;;
NOWWW WE NEED TO BRING UP COUPRANGS✨;0;;;;;;;;;;;;;;;;;;;;;
The audio kinda scared me [photo];0;;;;;;;;;;;;;;;;;;;;;
@madison who is this beautiful man;0;;;;;;;;;;;;;;;;;;;;;
Suprised they didnt take a „bye my ride is here“ or „this made my hole weak- i mwan my whole week“;1;;;;;;;;;;;;;;;;;;;;;
til my throat memorizes every vein;1;;;;;;;;;;;;;;;;;;;;;
shibal my life;0;;;;;;;;;;;;;;;;;;;;;
The way he says why. Is just makes me feeling somethings;0;;;;;;;;;;;;;;;;;;;;;
God loves you, it's not too late to turn to him ❤️Have a good day 🥰;0;;;;;;;;;;;;;;;;;;;;;
1 John 1:9 - If we confess our sins...;0;;;;;;;;;;;;;;;;;;;;;
“🥰🥰shut the fuck up🥰🥰 “;0;;;;;;;;;;;;;;;;;;;;;
AND DO THE “get the fuck out” and the “maybe…. one minute😉😏” it got me so fcking ARGHHHH!;1;;;;;;;;;;;;;;;;;;;;;
oh yeah he can GET IT;0;;;;;;;;;;;;;;;;;;;;;
wof wof wof 😭😭;0;;;;;;;;;;;;;;;;;;;;;
I was waiting for the impregnate tweets so show up;1;;;;;;;;;;;;;;;;;;;;;
until i memorize every veins, til i feel every inch;1;;;;;;;;;;;;;;;;;;;;;
give them the real thirst twts😔😔;0;;;;;;;;;;;;;;;;;;;;;
sex is good, but it would be perfect if it is with him;1;;;;;;;;;;;;;;;;;;;;;
They decided to kill us 2 days straight;0;;;;;;;;;;;;;;;;;;;;;
Ovaries exploded that i actually got my periods that was delayed for a month 🙏🏻😭 thanks seventeen for their services;1;;;;;;;;;;;;;;;;;;;;;
Caratland right now is FERAL [photo];0;;;;;;;;;;;;;;;;;;;;;
PROTECT CARAT FROM SEVENTEEN🔥;0;;;;;;;;;;;;;;;;;;;;;
Never in my life did I expect to see DK and Joshua in a wh0r3 line edit…;0;;;;;;;;;;;;;;;;;;;;;
the transition from dk to joshua got me giggling and kicking my feet;0;;;;;;;;;;;;;;;;;;;;;
THE TRANSITIONS ARE INSANE OMG;0;;;;;;;;;;;;;;;;;;;;;
“Get a load of these guys” IM TRYING;1;;;;;;;;;;;;;;;;;;;;;
top 4 Korean dishes🫦🫦;1;;;;;;;;;;;;;;;;;;;;;
WOOF WE WANT IT 💋🤭😝 [photo];1;;;;;;;;;;;;;;;;;;;;;
THE TRANSITION FROM DK TO JOSHUA????;0;;;;;;;;;;;;;;;;;;;;;
so no one's gonna talk about the translation 😝😝😝;0;;;;;;;;;;;;;;;;;;;;;
WE FREAKING WANT IT!!!!;0;;;;;;;;;;;;;;;;;;;;;
the room would create its own ecosystem 🙏;1;;;;;;;;;;;;;;;;;;;;;
PROTECT CARAATTSS FROOM SEVENTEEN;0;;;;;;;;;;;;;;;;;;;;;
HELLO YOU ARE MY FAVORITE SVT EDITOR;0;;;;;;;;;;;;;;;;;;;;;
father, son and the uncle couple [proud];0;;;;;;;;;;;;;;;;;;;;;
take cover seventeen [photo];0;;;;;;;;;;;;;;;;;;;;;
the DK to Shua was perfectly evil😍;0;;;;;;;;;;;;;;;;;;;;;
THIS IS PERFECT OH MYYY;0;;;;;;;;;;;;;;;;;;;;;
ALL OF THEM ARE SO FREAKING FINE;0;;;;;;;;;;;;;;;;;;;;;
yap at the same dam time;0;;;;;;;;;;;;;;;;;;;;;
EDIT OF THE YEAR😭🔥;0;;;;;;;;;;;;;;;;;;;;;
IN THIS ECONOMYY!!????;0;;;;;;;;;;;;;;;;;;;;;
The translations are so real;0;;;;;;;;;;;;;;;;;;;;;
mingyu added scoups in group.... 😭;0;;;;;;;;;;;;;;;;;;;;;
THIS IS INSANE;0;;;;;;;;;;;;;;;;;;;;;
Holy cow I didn’t know u added my man dk or scoups I only saw Joshua and mingyu HOLYYYYYY;0;;;;;;;;;;;;;;;;;;;;;
all of them at the same exact time;1;;;;;;;;;;;;;;;;;;;;;
and now chose to kill us by announcing hoshi and woozi’s enlistment;0;;;;;;;;;;;;;;;;;;;;;
I NEED SEOKSOO VERRRRRRRRR;0;;;;;;;;;;;;;;;;;;;;;
the captions?😭;0;;;;;;;;;;;;;;;;;;;;;
IM ADDING THIS TO MY GOONING COLLECTION;1;;;;;;;;;;;;;;;;;;;;;
At this point i have to be spongebob to have them at the same time 🫠🫠;1;;;;;;;;;;;;;;;;;;;;;
THE SUBTITLES;0;;;;;;;;;;;;;;;;;;;;;
they want to be in that thirst tweet so bad;1;;;;;;;;;;;;;;;;;;;;;
why is this edit 5 hours?😔😍;0;;;;;;;;;;;;;;;;;;;;;
They’re so fine;0;;;;;;;;;;;;;;;;;;;;;
IS THAT MY HANDSOME MAN I SEE👀😍🤪🤤😏🤤🤤🤤;0;;;;;;;;;;;;;;;;;;;;;
ALL NIGHT UNTIL THE NEIGHBORS COMPLAIN;1;;;;;;;;;;;;;;;;;;;;;
THIS IS CRAZY;0;;;;;;;;;;;;;;;;;;;;;
tears trap sya guys 😭;1;;;;;;;;;;;;;;;;;;;;;
"After this we got the ""Hello this is Pledis-""";0;;;;;;;;;;;;;;;;;;;;;
I DIDN'T EXPECT THIS;0;;;;;;;;;;;;;;;;;;;;;
tearing up down there;1;;;;;;;;;;;;;;;;;;;;;
satu satu anj;0;;;;;;;;;;;;;;;;;;;;;
I have been insufferable since these;0;;;;;;;;;;;;;;;;;;;;;
THIS ATE SO HARD 🫦;0;;;;;;;;;;;;;;;;;;;;;
Okay so who recorded me 😇?;0;;;;;;;;;;;;;;;;;;;;;
This week will go down in the history books for Caratland! 😩😍🔥;0;;;;;;;;;;;;;;;;;;;;;
The captions😭;0;;;;;;;;;;;;;;;;;;;;;
#protectcaratfromseventeen🥰;0;;;;;;;;;;;;;;;;;;;;;
SALUTE SALUTE MGA TE;0;;;;;;;;;;;;;;;;;;;;;
🥰🥰 Mingyu is so cute;0;;;;;;;;;;;;;;;;;;;;;
YESS ATE THATTT;0;;;;;;;;;;;;;;;;;;;;;
THE TRANSITION FROM DK TO JOSHUA IS SO GOOD 😩🙏🏻🙏🏻 BTW NICE EDIT 🤭;0;;;;;;;;;;;;;;;;;;;;;
THE CAPTIONS poetry at its finest 😭🙏🏻;0;;;;;;;;;;;;;;;;;;;;;
im sorry 84??????;0;;;;;;;;;;;;;;;;;;;;;
EEEE THIS IS SO GOOD;0;;;;;;;;;;;;;;;;;;;;;
NOT ONE BUT FOURR😭😭;0;;;;;;;;;;;;;;;;;;;;;
Why is no one talking about the captions??;0;;;;;;;;;;;;;;;;;;;;;
It's so good to be seventeen fan 😌;0;;;;;;;;;;;;;;;;;;;;;
im about to debut it every protect account 🥰🥰;0;;;;;;;;;;;;;;;;;;;;;
The translation..;0;;;;;;;;;;;;;;;;;;;;;
YALL ARE FAST DAMN (js like Dk and Shua will be with me);0;;;;;;;;;;;;;;;;;;;;;
THE DK TO JISOO TRANSITION 😩✨;0;;;;;;;;;;;;;;;;;;;;;
I LOVE THIS SM;0;;;;;;;;;;;;;;;;;;;;;
thank u for serving🫦🫦;1;;;;;;;;;;;;;;;;;;;;;
Bae, the translation caption...;0;;;;;;;;;;;;;;;;;;;;;
I THINK I'M STRAIGHT AGAIN;0;;;;;;;;;;;;;;;;;;;;;
wh0re line : S.Coups, Joshua, Mingyu, DK...;1;;;;;;;;;;;;;;;;;;;;;
Hey seventeen…. WOOF WOOF WOOF...;1;;;;;;;;;;;;;;;;;;;;;
standing ovulation or whatever it’s called;1;;;;;;;;;;;;;;;;;;;;;
this made my hole weak, I mean my whole week...;1;;;;;;;;;;;;;;;;;;;;;
The Cam man is so naughty 😭😭😭🙏🏻;0;;;;;;;;;;;;;;;;;;;;;
My phone is NOT waterproof;1;;;;;;;;;;;;;;;;;;;;;
the cameraman knows his job very well;0;;;;;;;;;;;;;;;;;;;;;
keknya dia soft spoken deh mainnya😭;1;;;;;;;;;;;;;;;;;;;;;
INI FYP GUA KENAPA JADI CHOI SAN SEMUA;0;;;;;;;;;;;;;;;;;;;;;
I stop breathing for a bit;0;;;;;;;;;;;;;;;;;;;;;
his body proportions are PERFECT???;0;;;;;;;;;;;;;;;;;;;;;
CAMERAMAN GOT BILLS THAT ARE DUE THAT DAY🤺🤺;0;;;;;;;;;;;;;;;;;;;;;
GOD, I LOVE HIM 😫❤️‍🔥;0;;;;;;;;;;;;;;;;;;;;;
san takut kl konser di indo tar fansnya pd pingsan😊😊;0;;;;;;;;;;;;;;;;;;;;;
ya Allah godaan mau puasa begini amat😭😭;0;;;;;;;;;;;;;;;;;;;;;
bye guys, my ride is here [proud];1;;;;;;;;;;;;;;;;;;;;;
I'm not even playing, congrats to his girl 😭🙏🔥;1;;;;;;;;;;;;;;;;;;;;;
Scrolling down feels like divorce;0;;;;;;;;;;;;;;;;;;;;;
i need a dark concept drama with him ASAP;0;;;;;;;;;;;;;;;;;;;;;
Ho is you still with us;0;;;;;;;;;;;;;;;;;;;;;
Choi san korkutuyorsun beni😰;0;;;;;;;;;;;;;;;;;;;;;
aura jambaknya kuat bangett🥰🥰;1;;;;;;;;;;;;;;;;;;;;;
born to ride, forced to only see live;0;;;;;;;;;;;;;;;;;;;;;
hole wrecker... i mean bias wrecker!;1;;;;;;;;;;;;;;;;;;;;;
Damn he knows that he's HOT;0;;;;;;;;;;;;;;;;;;;;;
beneran 21+ jir😭;0;;;;;;;;;;;;;;;;;;;;;
jisung liat choi san anjr, berani bgt godain aku;0;;;;;;;;;;;;;;;;;;;;;
I'm not Cinderella but I think it fit;1;;;;;;;;;;;;;;;;;;;;;
ternyata ini alasan gue di takdirkan stan ateez pas udah legal 🙏🏻;0;;;;;;;;;;;;;;;;;;;;;
I HAVE A RELIGION EXAM TOMORROW IM NOT DOING THIS TODAY;0;;;;;;;;;;;;;;;;;;;;;
born to ride forced to scroll;0;;;;;;;;;;;;;;;;;;;;;
EXCUSE ME CHOI SAN❓️;0;;;;;;;;;;;;;;;;;;;;;
The way my jaw dropped😮;0;;;;;;;;;;;;;;;;;;;;;
ME DEIXA EM PAZ CHOI SAN 🥵;0;;;;;;;;;;;;;;;;;;;;;
GAJADI REPOST KOCAK KAGET BANGET;0;;;;;;;;;;;;;;;;;;;;;
san gua udah ga sanggup liat lu😭;0;;;;;;;;;;;;;;;;;;;;;
INI KONSER ATEEZ???? KAYAK GINI????;0;;;;;;;;;;;;;;;;;;;;;
Im gonna crash out;0;;;;;;;;;;;;;;;;;;;;;
Berlin air did smth to them 😭😭;0;;;;;;;;;;;;;;;;;;;;;
EHErMmhAm srry i choked on air😭🙏🏻;0;;;;;;;;;;;;;;;;;;;;;
what the helllll 😭😭😭;0;;;;;;;;;;;;;;;;;;;;;
i want to watch their concert! i want to see San with my real eyes 😫;0;;;;;;;;;;;;;;;;;;;;;
I’m going ateez concert with my mom..;0;;;;;;;;;;;;;;;;;;;;;
mingi tolong selametin cwe mu inii;0;;;;;;;;;;;;;;;;;;;;;
dia main nya kaya nya pelan dan menikmati kesempitan juga getaran ini mah😭😭🙏;1;;;;;;;;;;;;;;;;;;;;;
to think that there are people who actually hate on ateez... well they're missing out 🤣;0;;;;;;;;;;;;;;;;;;;;;
astaghfirullah.. mangtaff;0;;;;;;;;;;;;;;;;;;;;;
UHM SIR MISSIONARY, DOGGY, LEGS IN THE AIR, COWGIRL, REVERSE COWGIRL, LOTUS, STANDING I CAN HANDLE ANYTHING, I CAN HANDLE THEM EVEN THO IT'LL BLEED BUT PAIN IS JUST AN ILLUSION;1;;;;;;;;;;;;;;;;;;;;;
yaa allah masih puasa🙂🔥;0;;;;;;;;;;;;;;;;;;;;;
ateez terlalu 21+ untuk aku yng dibawah umur;0;;;;;;;;;;;;;;;;;;;;;
curiga ama choi san soalnyaa lewat Mulu kebelet pengen nikah;0;;;;;;;;;;;;;;;;;;;;;
ateez memang bukan untuk kids😭😭;0;;;;;;;;;;;;;;;;;;;;;
There’s no way there’s no way bro😳;0;;;;;;;;;;;;;;;;;;;;;
wooyoung u better be real happy;0;;;;;;;;;;;;;;;;;;;;;
